order_id,user_id,order_date,amount,discount_applied,is_successful
O5540,U1445,2024-04-25,215.63,19.78,0
O5541,U1335,2023-07-17,4330.59,661.42,1
O5542,U1333,2024-01-07,210.85,33.15,1
O5543,U1379,2023-04-24,3690.34,101.34,1
O5544,U1448,2024-01-12,2620.47,409.08,1
O5545,U1910,2023-12-05,506.52,80.39,1
O5546,U1885,2023-07-06,3540.53,265.06,1
O5547,U1541,2023-02-02,1893.53,191.79,1
O5548,U1954,2023-06-27,1241.53,190.05,1
O5549,U1129,2024-06-09,4035.72,780.79,1
O5550,U1733,2023-06-10,4260.31,511.47,1
O5551,U1898,2024-05-09,3954.87,143.99,1
O5552,U2198,2023-10-18,1840.16,297.66,1
O5553,U1643,2023-10-19,766.66,129.03,1
O5554,U1658,2023-10-29,3670.64,368.53,1
O5555,U1926,2023-07-02,4216.62,732.28,1
O5556,U2183,2023-04-24,1010.49,101.85,1
O5557,U2153,2024-02-16,2294.87,114.04,1
O5558,U1749,2023-08-30,2334.15,393.93,1
O5559,U1877,2023-08-09,815.98,8.35,1
O5560,U1152,2024-03-27,519.0,101.21,1
O5561,U1724,2023-12-31,4388.96,418.7,1
O5562,U1880,2023-07-13,749.59,132.51,1
O5563,U1244,2024-02-07,4282.95,108.15,1
O5564,U1712,2024-03-09,3213.0,538.37,1
O5565,U1552,2024-01-21,1105.18,62.48,1
O5566,U2006,2023-02-22,1260.15,4.11,1
O5567,U1847,2024-02-07,1292.37,221.93,1
O5568,U1875,2023-02-25,724.62,90.79,0
O5569,U1931,2023-04-30,3436.09,229.24,1
O5570,U2029,2023-09-22,4548.54,18.07,1
O5571,U1463,2023-03-10,2704.0,298.35,1
O5572,U1679,2023-11-30,994.22,100.78,1
O5573,U1960,2024-02-04,3695.72,329.75,1
O5574,U1946,2023-10-07,4444.51,51.51,1
O5575,U1503,2023-10-29,540.39,82.42,0
O5576,U2148,2023-06-26,4040.73,364.45,1
O5577,U1482,2024-01-17,534.85,9.24,0
O5578,U1551,2024-03-31,1364.2,4.12,1
O5579,U1041,2024-05-03,343.68,18.38,1
O5580,U1528,2023-02-21,4029.05,557.75,1
O5581,U1147,2023-06-27,3434.71,157.13,0
O5582,U1589,2024-03-04,621.25,40.36,1
O5583,U1672,2023-12-09,993.67,174.85,1
O5584,U1061,2023-05-21,4743.33,531.39,1
O5585,U1377,2023-02-25,656.38,72.53,1
O5586,U1234,2023-08-23,4630.6,827.76,1
O5587,U1467,2023-12-26,1033.8,15.42,1
O5588,U1888,2023-11-28,3214.16,539.4,1
O5589,U1252,2023-12-27,4038.73,118.64,1
O5590,U1420,2023-09-27,1704.34,262.52,1
O5591,U2127,2024-03-08,242.85,38.74,1
O5592,U1983,2023-03-18,4530.39,778.4,1
O5593,U1999,2024-01-28,1977.38,184.9,1
O5594,U2148,2023-03-05,1981.81,3.95,1
O5595,U1108,2023-12-18,3612.82,43.29,1
O5596,U1859,2023-10-24,237.09,4.53,1
O5597,U2106,2023-08-23,972.18,141.94,1
O5598,U1045,2023-04-10,3331.15,483.11,1
O5599,U1083,2024-04-10,3139.47,171.68,1
O5600,U2057,2023-07-16,1674.26,33.91,1
O5601,U1389,2023-05-30,4334.61,375.59,1
O5602,U1718,2024-01-02,865.89,50.27,1
O5603,U1164,2023-03-10,1315.97,68.56,1
O5604,U1601,2023-04-17,777.82,113.87,1
O5605,U2159,2023-05-17,4378.12,336.83,1
O5606,U2104,2023-08-13,1706.92,217.13,1
O5607,U1966,2023-09-03,2730.28,463.9,1
O5608,U1839,2024-05-27,2776.25,226.48,1
O5609,U1838,2023-10-02,1692.71,137.33,1
O5610,U1560,2024-03-25,353.03,42.87,1
O5611,U1440,2023-03-24,3135.6,308.32,1
O5612,U1878,2023-12-05,2869.46,103.55,1
O5613,U1499,2023-09-16,4365.73,714.86,1
O5614,U1522,2023-08-11,124.25,16.21,1
O5615,U2132,2023-11-13,1711.51,293.55,0
O5616,U2028,2023-09-26,1327.19,172.81,1
O5617,U1126,2023-06-22,4064.46,190.1,1
O5618,U1983,2024-04-30,661.14,131.72,1
O5619,U1634,2024-01-31,4138.47,762.03,1
O5620,U1064,2023-06-03,2825.18,7.4,1
O5621,U1153,2023-03-20,2587.52,230.07,1
O5622,U1137,2023-02-02,2602.35,408.62,1
O5623,U2119,2023-04-10,3505.86,529.88,1
O5624,U1968,2024-06-24,369.62,8.19,1
O5625,U1583,2024-04-15,116.01,15.19,1
O5626,U1548,2023-10-11,3520.08,178.13,1
O5627,U1647,2023-08-24,3895.94,656.91,1
O5628,U1274,2023-12-24,2089.11,55.94,1
O5629,U1131,2023-12-06,471.72,83.13,1
O5630,U1015,2023-10-07,1875.1,257.36,1
O5631,U1270,2024-02-16,1832.64,277.23,1
O5632,U1271,2023-03-14,2092.34,149.27,1
O5633,U1614,2024-03-20,945.85,166.08,1
O5634,U1022,2023-01-01,133.71,26.74,1
O5635,U2110,2024-06-17,3298.45,606.11,1
O5636,U1862,2023-11-02,3749.25,80.09,1
O5637,U1491,2024-04-13,4493.12,148.78,1
O5638,U1366,2024-06-03,1906.67,359.25,1
O5639,U1879,2023-07-14,483.1,72.99,1
O5640,U2154,2023-08-26,1839.57,197.31,1
O5641,U1147,2023-02-15,3633.39,357.71,1
O5642,U1293,2024-04-19,2139.33,395.53,1
O5643,U1147,2023-02-11,1260.54,241.38,1
O5644,U1924,2023-09-10,533.18,1.0,1
O5645,U1348,2023-11-23,3482.72,134.57,1
O5646,U1931,2023-11-23,4304.41,499.77,1
O5647,U1426,2023-12-05,4702.85,295.04,1
O5648,U1710,2023-03-11,3166.26,363.87,1
O5649,U1080,2023-01-21,2524.91,465.98,1
O5650,U1883,2024-04-29,758.31,89.12,1
O5651,U2068,2023-03-25,610.09,118.16,1
O5652,U1295,2023-04-09,3807.12,569.89,1
O5653,U1096,2024-03-25,1951.13,301.48,1
O5654,U1065,2023-11-28,3363.98,515.89,1
O5655,U1744,2023-11-22,2723.46,345.1,1
O5656,U1948,2023-02-16,1333.58,98.3,1
O5657,U1897,2024-04-24,2090.82,299.46,1
O5658,U1832,2024-05-04,3604.79,94.43,1
O5659,U1764,2023-10-05,2979.09,227.66,1
O5660,U1995,2023-01-08,962.47,122.09,1
O5661,U1439,2024-05-22,4211.79,176.3,0
O5662,U1058,2024-01-05,2333.07,455.34,1
O5663,U1237,2024-02-17,4276.66,633.07,1
O5664,U1892,2023-07-04,3054.71,410.6,1
O5665,U1790,2024-06-18,3190.1,439.14,1
O5666,U1978,2023-08-23,1399.05,146.49,1
O5667,U1120,2023-09-29,933.65,101.24,1
O5668,U1596,2023-10-25,2031.24,1.21,1
O5669,U1825,2024-06-02,2682.77,178.04,1
O5670,U2037,2023-09-02,4921.65,69.21,1
O5671,U1157,2023-08-23,1024.22,6.47,1
O5672,U1569,2023-11-01,719.73,68.86,1
O5673,U1666,2023-08-04,1568.28,216.77,1
O5674,U1709,2024-03-02,1333.63,93.37,1
O5675,U1028,2023-10-18,1629.74,54.88,0
O5676,U1050,2023-11-13,3456.46,523.85,1
O5677,U1596,2023-04-09,2083.15,89.88,1
O5678,U1869,2024-01-31,3863.12,222.39,0
O5679,U1195,2024-05-13,369.35,4.61,1
O5680,U1448,2024-03-27,2972.35,152.93,1
O5681,U1902,2023-09-30,4009.43,93.63,1
O5682,U1080,2024-03-11,4037.51,543.48,1
O5683,U1043,2024-01-19,4373.44,662.24,1
O5684,U1053,2023-11-30,2152.03,398.08,0
O5685,U1269,2023-04-10,3173.89,33.09,1
O5686,U2038,2024-05-29,157.2,25.47,1
O5687,U1564,2023-06-03,4759.64,454.42,1
O5688,U1481,2023-01-19,4811.73,540.33,1
O5689,U1910,2024-04-18,814.84,61.8,1
O5690,U1867,2024-02-05,4660.47,210.37,1
O5691,U1645,2024-06-18,3512.46,552.62,1
O5692,U1127,2023-04-02,3710.35,530.24,1
O5693,U1091,2024-06-25,1920.81,213.38,1
O5694,U1555,2023-03-11,3588.33,495.03,1
O5695,U1717,2023-03-11,2239.71,222.33,1
O5696,U2197,2023-06-22,4799.75,137.26,1
O5697,U1133,2023-11-24,794.63,14.74,1
O5698,U1251,2024-06-09,2152.86,25.89,1
O5699,U2198,2024-03-16,2575.2,441.95,1
O5700,U1971,2023-05-24,4421.93,882.76,1
O5701,U1895,2023-09-19,2752.25,482.46,1
O5702,U1531,2024-04-18,483.32,21.15,1
O5703,U1667,2023-04-04,3534.71,498.13,1
O5704,U1427,2023-09-17,2816.47,50.73,1
O5705,U1037,2023-02-06,1588.14,307.57,0
O5706,U1495,2024-01-29,4405.0,862.01,1
O5707,U1800,2023-04-28,3374.2,165.84,1
O5708,U1490,2023-01-08,1783.64,281.13,1
O5709,U1164,2024-05-26,3495.15,115.54,1
O5710,U1577,2023-01-04,1475.68,126.47,1
O5711,U1189,2023-01-29,4212.72,29.43,1
O5712,U1133,2023-12-22,3742.18,641.5,1
O5713,U1769,2023-04-04,2693.08,109.18,1
O5714,U1304,2024-03-17,1688.72,336.88,1
O5715,U1788,2023-04-26,1564.8,5.42,0
O5716,U1157,2023-03-15,2851.02,318.79,1
O5717,U1116,2023-08-21,4091.04,246.13,0
O5718,U1415,2024-01-30,3266.13,115.49,1
O5719,U1134,2023-10-19,913.69,120.72,1
O5720,U1792,2023-04-10,4824.3,887.71,0
O5721,U1162,2023-05-14,1626.57,106.66,1
O5722,U1327,2023-03-10,862.25,136.97,1
O5723,U1491,2023-08-06,2776.95,114.87,1
O5724,U1092,2024-01-31,290.7,13.66,1
O5725,U1327,2024-06-01,2987.98,359.8,1
O5726,U1734,2024-04-17,1213.19,180.19,1
O5727,U1945,2024-01-12,2234.76,331.63,1
O5728,U1607,2023-04-16,206.02,24.32,1
O5729,U1630,2024-01-14,775.71,74.28,1
O5730,U1691,2023-10-07,3746.89,144.66,1
O5731,U1789,2023-09-26,2963.57,411.43,1
O5732,U1395,2023-08-31,4710.15,880.43,1
O5733,U2049,2023-09-18,3686.55,266.18,1
O5734,U1276,2024-01-19,1686.29,323.27,1
O5735,U1523,2023-05-09,928.44,63.34,1
O5736,U1145,2023-09-23,546.55,25.69,1
O5737,U1802,2023-07-27,824.72,145.31,1
O5738,U2081,2024-03-17,4298.14,202.18,1
O5739,U1388,2023-08-07,152.87,13.07,1
O5740,U1465,2023-04-21,481.72,64.66,1
O5741,U1499,2024-05-19,784.43,32.42,1
O5742,U1861,2024-04-25,3613.2,448.37,1
O5743,U2047,2023-07-04,3738.08,93.23,1
O5744,U1432,2024-01-15,3657.77,128.7,1
O5745,U1310,2023-03-20,4086.66,62.61,1
O5746,U2057,2023-01-31,4728.43,519.44,1
O5747,U1100,2024-06-03,2462.14,280.67,1
O5748,U1448,2023-07-31,328.87,42.92,0
O5749,U1129,2023-07-12,2629.74,341.43,1
O5750,U1168,2024-03-08,4127.48,17.34,1
O5751,U1036,2024-06-06,850.93,95.95,0
O5752,U2037,2023-05-02,2773.44,147.53,1
O5753,U1417,2023-11-22,4621.96,595.58,1
O5754,U2063,2024-03-07,978.26,106.11,1
O5755,U1756,2024-06-01,3617.37,6.05,1
O5756,U2111,2024-06-21,4955.94,447.93,1
O5757,U1892,2024-05-27,277.38,22.63,1
O5758,U2013,2023-02-22,974.11,55.27,1
O5759,U1535,2023-10-07,876.68,35.0,1
O5760,U1705,2024-06-26,3639.37,461.28,1
O5761,U1781,2023-10-06,2619.94,14.81,1
O5762,U2195,2023-07-10,3463.32,326.8,1
O5763,U1297,2023-02-11,4056.84,736.1,1
O5764,U1523,2023-05-29,4000.73,742.99,1
O5765,U1539,2023-02-07,544.13,50.46,1
O5766,U2107,2023-08-01,4141.71,157.57,1
O5767,U1220,2023-12-10,4488.24,351.56,1
O5768,U2043,2024-01-20,2141.24,224.75,1
O5769,U1218,2023-10-07,364.91,17.99,1
O5770,U1555,2023-09-16,4448.97,857.04,1
O5771,U1664,2023-09-05,2164.77,245.35,1
O5772,U1385,2023-06-26,4544.76,172.75,1
O5773,U1533,2023-12-19,3443.63,40.09,1
O5774,U1144,2023-03-15,4615.08,331.7,1
O5775,U1773,2024-02-22,4045.48,770.52,1
O5776,U1596,2023-11-10,3333.69,259.35,1
O5777,U2063,2023-10-02,4678.29,54.88,1
O5778,U1717,2024-04-26,702.17,67.89,1
O5779,U1786,2023-04-30,569.97,99.04,1
O5780,U1360,2023-06-20,3327.65,549.9,1
O5781,U1695,2024-03-03,156.37,28.82,1
O5782,U2067,2023-12-09,4284.74,148.79,1
O5783,U1741,2023-01-24,3018.21,181.63,1
O5784,U1439,2024-03-21,191.04,28.08,1
O5785,U2093,2024-06-10,4077.72,234.65,0
O5786,U1808,2023-03-09,2712.32,268.92,1
O5787,U1661,2024-03-26,3765.04,332.22,1
O5788,U2071,2023-05-14,2218.12,94.76,1
O5789,U1888,2023-01-13,3213.08,585.63,0
O5790,U2189,2024-05-02,4721.16,898.91,1
O5791,U1096,2023-08-15,2177.5,420.76,1
O5792,U1071,2024-04-21,2395.14,203.0,1
O5793,U1513,2023-08-09,1056.35,197.13,1
O5794,U2160,2024-04-12,363.06,24.54,1
O5795,U1060,2023-04-23,3505.25,471.19,1
O5796,U1408,2023-07-31,1053.97,205.33,0
O5797,U1595,2023-08-21,3757.05,737.67,1
O5798,U1962,2023-05-18,4878.08,474.95,1
O5799,U1591,2024-03-08,3507.9,67.77,0
O5800,U2037,2023-12-31,1248.51,64.25,1
O5801,U1297,2024-02-05,4482.32,740.67,1
O5802,U1099,2023-05-06,1725.27,179.68,1
O5803,U1655,2023-06-05,1967.46,355.26,1
O5804,U1426,2023-03-27,325.33,45.72,1
O5805,U2065,2023-12-11,2401.47,247.04,1
O5806,U2122,2023-10-16,2152.12,415.93,0
O5807,U1761,2023-10-25,758.82,113.78,0
O5808,U1179,2023-04-03,2640.53,207.31,1
O5809,U2045,2023-06-27,2402.54,191.86,1
O5810,U1621,2023-02-17,489.94,49.91,0
O5811,U1188,2023-10-17,2869.6,465.17,1
O5812,U1900,2023-09-20,629.55,114.7,1
O5813,U2030,2023-05-10,2369.53,306.49,0
O5814,U1211,2023-07-18,3775.35,445.44,1
O5815,U2076,2023-06-23,3726.4,417.62,1
O5816,U1287,2024-04-23,2133.27,93.4,1
O5817,U1429,2023-09-27,2217.59,164.6,1
O5818,U1213,2024-06-28,4009.5,646.57,1
O5819,U1823,2023-07-21,1654.98,92.71,1
O5820,U1472,2024-04-22,1499.22,138.18,1
O5821,U1637,2024-04-02,1006.76,53.18,1
O5822,U1932,2023-07-26,707.24,97.32,1
O5823,U2105,2023-01-27,2266.77,58.05,1
O5824,U1389,2024-03-10,2271.79,46.86,1
O5825,U1296,2023-04-21,1724.61,93.25,0
O5826,U1327,2023-08-13,2250.78,265.19,1
O5827,U1925,2024-04-07,3353.04,630.13,1
O5828,U1555,2023-04-16,1327.38,186.03,1
O5829,U2106,2024-06-30,4527.56,75.88,1
O5830,U1808,2023-10-04,1053.82,51.33,1
O5831,U2154,2023-02-03,2052.57,52.38,1
O5832,U2035,2024-04-13,2313.61,350.51,1
O5833,U1532,2024-05-28,1501.4,253.1,1
O5834,U1579,2023-06-03,432.41,0.33,1
O5835,U2181,2024-05-12,2994.15,311.28,1
O5836,U1683,2024-04-15,2096.28,1.91,0
O5837,U2170,2024-02-20,3610.94,659.96,1
O5838,U1799,2024-03-28,2904.29,477.85,1
O5839,U2159,2023-07-11,2517.74,270.65,1
O5840,U1398,2024-02-02,3227.55,20.69,1
O5841,U2011,2024-06-15,3026.77,432.57,1
O5842,U2161,2024-05-13,3706.31,693.64,1
O5843,U1374,2023-01-17,2549.38,461.38,0
O5844,U2180,2024-06-07,4941.21,935.43,1
O5845,U1498,2024-06-16,444.63,1.17,1
O5846,U1387,2024-02-18,4408.67,247.3,1
O5847,U2038,2023-07-15,500.53,33.47,0
O5848,U1306,2024-01-23,1377.68,108.91,1
O5849,U1585,2023-09-16,4638.29,381.42,1
O5850,U1395,2023-07-02,808.28,104.17,1
O5851,U1673,2023-01-24,1890.79,245.3,1
O5852,U1954,2024-06-18,4336.04,719.64,1
O5853,U1589,2024-05-27,4376.17,737.36,1
O5854,U1023,2024-01-19,2932.8,153.72,1
O5855,U1587,2023-07-05,136.16,3.48,1
O5856,U2167,2023-06-02,1199.86,191.5,1
O5857,U1452,2024-04-08,4341.39,81.68,1
O5858,U1606,2023-06-29,4268.88,242.71,1
O5859,U2030,2024-06-10,394.68,9.69,1
O5860,U1944,2023-07-02,3334.01,405.11,1
O5861,U2096,2023-10-31,4151.57,649.68,1
O5862,U2170,2024-02-17,3073.93,257.76,1
O5863,U2006,2023-08-17,2691.63,478.88,1
O5864,U1478,2024-04-21,1642.7,308.72,1
O5865,U1360,2023-06-04,158.37,4.34,1
O5866,U1650,2023-02-18,1716.82,1.89,1
O5867,U1376,2023-06-03,1418.47,184.95,1
O5868,U1472,2023-06-22,3240.35,646.03,1
O5869,U1172,2023-08-31,3930.41,573.11,0
O5870,U1390,2024-04-20,2718.92,482.84,1
O5871,U1121,2024-02-02,2733.41,5.62,1
O5872,U1837,2023-10-12,4929.13,146.32,1
O5873,U1472,2024-01-06,1700.42,13.37,1
O5874,U1386,2023-06-29,3921.82,679.49,1
O5875,U1015,2023-02-08,3475.24,507.55,1
O5876,U1273,2023-05-12,4026.16,241.41,1
O5877,U1248,2023-08-14,293.62,22.52,1
O5878,U1206,2023-01-01,2607.68,165.72,1
O5879,U1995,2023-02-26,1469.06,170.05,1
O5880,U1834,2023-09-18,108.91,16.41,1
O5881,U1782,2023-10-08,4887.19,366.17,1
O5882,U1223,2023-05-07,2595.39,94.3,1
O5883,U1588,2023-04-26,1199.31,170.81,1
O5884,U1338,2024-01-17,402.49,2.05,1
O5885,U1501,2023-07-03,1054.03,155.88,1
O5886,U1247,2023-08-11,2888.53,368.31,1
O5887,U1278,2023-11-19,4639.64,777.01,1
O5888,U1246,2023-10-17,4907.15,485.72,1
O5889,U1649,2023-02-07,943.12,18.84,1
O5890,U1550,2023-03-28,2023.56,37.68,1
O5891,U1172,2023-12-14,1195.96,33.95,1
O5892,U1188,2023-01-01,1710.26,163.99,1
O5893,U1608,2023-07-03,4084.03,699.17,1
O5894,U2106,2023-04-01,4012.24,748.06,1
O5895,U1505,2023-11-28,4219.26,600.57,1
O5896,U1623,2023-05-06,3161.71,361.08,1
O5897,U2100,2023-03-30,2479.01,119.76,1
O5898,U1217,2023-04-16,629.32,34.78,1
O5899,U1428,2023-04-27,4087.93,564.84,1
O5900,U1106,2023-03-22,3371.61,73.96,1
O5901,U1002,2023-11-05,3403.9,614.08,1
O5902,U2146,2024-06-18,772.16,4.23,1
O5903,U1537,2023-12-23,1964.15,57.21,1
O5904,U1060,2023-01-27,3119.16,117.54,1
O5905,U1361,2024-05-21,1033.28,158.44,1
O5906,U1297,2023-07-29,3088.52,80.8,1
O5907,U1258,2023-02-22,3742.05,477.23,1
O5908,U1775,2023-12-26,2118.89,309.56,1
O5909,U1193,2024-03-11,2278.92,383.13,1
O5910,U1291,2024-04-20,4106.03,783.0,1
O5911,U1636,2023-10-05,3555.02,68.91,1
O5912,U1044,2023-12-23,4888.47,440.49,1
O5913,U1657,2023-07-26,1315.55,196.6,1
O5914,U1633,2024-04-10,4048.55,370.98,1
O5915,U1404,2023-01-17,2040.59,173.59,1
O5916,U2122,2024-06-05,2415.81,266.27,1
O5917,U1894,2023-04-29,2914.38,549.03,0
O5918,U1124,2023-05-20,4114.24,116.0,1
O5919,U1705,2023-10-23,320.99,0.9,1
O5920,U1826,2023-04-05,2199.97,171.67,1
O5921,U2064,2023-09-19,1666.5,20.24,1
O5922,U1653,2024-03-18,3767.51,97.96,1
O5923,U1701,2023-09-26,2639.97,328.89,1
O5924,U1036,2024-02-22,164.41,10.93,1
O5925,U2112,2023-07-10,3561.74,391.28,1
O5926,U1579,2024-04-30,4882.25,333.46,1
O5927,U1889,2023-11-05,3101.61,285.99,1
O5928,U1196,2024-05-10,813.36,20.15,1
O5929,U1819,2024-06-09,566.6,93.33,1
O5930,U1456,2023-10-05,4776.85,343.3,1
O5931,U1393,2023-11-01,4108.94,17.19,1
O5932,U1283,2024-03-03,3046.66,307.76,0
O5933,U1403,2023-08-03,677.62,132.99,1
O5934,U1361,2023-02-21,2566.57,352.95,1
O5935,U1088,2024-01-07,2060.47,139.3,1
O5936,U2072,2023-01-10,4912.66,253.71,1
O5937,U1106,2023-12-15,2731.85,195.69,0
O5938,U1730,2024-01-09,486.97,79.41,1
O5939,U1526,2023-09-07,3903.67,601.59,1
O5940,U1071,2023-09-15,4943.43,293.3,1
O5941,U1616,2023-05-24,3799.18,13.29,1
O5942,U1761,2023-10-14,1668.86,90.24,1
O5943,U1177,2023-07-06,3796.68,160.04,1
O5944,U1200,2024-04-08,4455.02,508.16,1
O5945,U1583,2023-10-28,4528.07,823.45,1
O5946,U1376,2024-06-09,1259.3,157.17,1
O5947,U2174,2023-12-10,3369.28,599.85,0
O5948,U1606,2023-06-09,2247.7,432.34,1
O5949,U1840,2023-08-13,117.21,6.52,1
O5950,U1656,2023-12-16,213.89,41.31,1
O5951,U1622,2024-03-28,2704.15,364.51,1
O5952,U1583,2023-03-10,4419.8,174.35,1
O5953,U2132,2023-06-22,2580.58,473.86,0
O5954,U1027,2023-12-11,3627.16,408.92,1
O5955,U1329,2023-12-23,601.22,12.59,1
O5956,U2032,2023-10-17,1967.6,96.27,1
O5957,U1215,2023-03-27,2226.92,397.7,1
O5958,U1756,2024-01-13,2011.95,358.52,1
O5959,U1872,2023-08-16,102.24,19.12,1
O5960,U1604,2023-07-17,1092.3,126.92,1
O5961,U1083,2023-03-22,1807.2,297.1,1
O5962,U1026,2024-04-14,3364.89,423.68,1
O5963,U1674,2024-02-18,2878.05,488.88,1
O5964,U1541,2024-02-04,4881.0,887.51,1
O5965,U1431,2023-12-15,3133.24,613.62,1
O5966,U2033,2023-07-19,3637.31,606.72,1
O5967,U1784,2023-06-02,1905.88,180.89,1
O5968,U1936,2023-09-26,3530.53,463.72,1
O5969,U1250,2024-03-09,4609.65,335.54,1
O5970,U1805,2023-11-20,4519.72,363.38,1
O5971,U1027,2024-02-11,1141.87,87.43,0
O5972,U1696,2024-06-04,2020.95,180.92,1
O5973,U1172,2023-02-27,2169.9,357.43,1
O5974,U1941,2024-02-04,3035.95,373.91,1
O5975,U1376,2023-10-15,4468.58,574.29,1
O5976,U1316,2023-08-21,1624.87,65.27,1
O5977,U1352,2024-05-30,4551.85,76.02,1
O5978,U1851,2023-07-10,3594.75,148.25,1
O5979,U2017,2023-10-19,2275.5,287.1,1
O5980,U1141,2024-05-26,3710.64,165.78,1
O5981,U1506,2024-02-29,3723.24,41.55,1
O5982,U1108,2024-04-26,4748.76,895.72,1
O5983,U1978,2024-01-28,3885.27,35.06,1
O5984,U1439,2023-10-17,3757.9,251.62,1
O5985,U1419,2023-12-03,4661.34,782.73,1
O5986,U1204,2024-03-14,3395.1,548.19,1
O5987,U1742,2023-11-13,3093.73,548.53,1
O5988,U1113,2024-02-07,634.58,107.38,1
O5989,U1782,2023-11-05,2815.7,480.42,1
O5990,U1770,2023-01-07,4831.15,645.92,1
O5991,U1759,2024-04-07,4518.23,276.41,1
O5992,U1052,2023-07-28,4274.57,749.31,1
O5993,U1415,2023-06-23,4418.9,115.14,1
O5994,U1882,2024-02-19,975.09,97.38,1
O5995,U1290,2023-03-31,2338.21,191.78,1
O5996,U1689,2024-03-21,2152.0,99.71,0
O5997,U1114,2024-01-22,4573.38,709.83,1
O5998,U1090,2024-05-15,4525.7,450.63,0
O5999,U2013,2023-06-17,4642.65,618.65,1
O6000,U1846,2024-01-18,3591.21,296.01,1
O6001,U1530,2024-04-15,3521.71,289.65,1
O6002,U1961,2023-05-02,2141.7,12.0,1
O6003,U1320,2023-06-11,2035.28,385.35,1
O6004,U1260,2023-07-20,1351.45,247.3,1
O6005,U1522,2023-12-14,3662.31,127.66,1
O6006,U1537,2023-03-31,2331.48,126.31,1
O6007,U1376,2024-03-08,572.19,91.54,1
O6008,U1149,2023-01-27,2933.6,530.89,1
O6009,U1696,2024-05-04,2612.87,37.1,1
O6010,U2150,2023-09-08,1097.84,140.04,1
O6011,U1034,2024-05-17,4974.99,219.99,0
O6012,U1489,2023-04-29,1818.51,277.95,0
O6013,U1989,2023-01-10,1766.9,291.44,1
O6014,U1082,2024-06-29,3927.27,68.07,1
O6015,U2096,2023-07-24,2761.13,212.87,0
O6016,U1813,2024-02-17,3479.62,214.06,1
O6017,U2121,2024-01-08,2141.8,245.02,1
O6018,U1130,2023-02-13,4227.96,11.38,0
O6019,U2111,2024-03-27,4386.06,463.1,1
O6020,U1436,2023-01-29,4672.85,51.39,1
O6021,U1607,2023-10-02,578.58,44.98,1
O6022,U1811,2024-02-20,3216.05,634.31,0
O6023,U1200,2023-07-26,4018.15,319.34,0
O6024,U1671,2023-10-18,2678.24,103.82,0
O6025,U1858,2023-04-01,3184.19,479.0,1
O6026,U1026,2023-10-25,3946.86,620.78,1
O6027,U2054,2023-01-07,1640.96,214.14,1
O6028,U1536,2024-06-19,3574.64,346.59,1
O6029,U2085,2023-09-17,3931.92,668.11,1
O6030,U1346,2023-11-04,3839.64,187.24,1
O6031,U1941,2023-03-10,4151.41,447.08,1
O6032,U1291,2024-04-14,2883.59,132.61,1
O6033,U1576,2023-09-27,3462.74,233.15,1
O6034,U2108,2023-01-24,1775.43,260.85,1
O6035,U1414,2023-03-05,4811.51,569.15,1
O6036,U1660,2023-05-16,2039.48,312.6,1
O6037,U1722,2024-03-31,3236.4,110.32,1
O6038,U1604,2024-01-12,3693.65,296.86,1
O6039,U1467,2024-03-20,1149.88,82.5,1
O6040,U1283,2024-06-13,4591.38,377.61,1
O6041,U1896,2024-03-21,1220.04,21.78,1
O6042,U1943,2023-09-06,1064.25,197.1,1
O6043,U2146,2023-12-27,2040.37,256.79,1
O6044,U1807,2023-12-08,2292.26,335.42,1
O6045,U1122,2023-04-28,1713.33,11.61,1
O6046,U1496,2023-10-04,1100.85,219.1,1
O6047,U1877,2023-06-07,3086.12,124.16,1
O6048,U1658,2024-02-19,1002.52,171.03,1
O6049,U1536,2023-07-19,1272.56,243.99,1
O6050,U1181,2023-06-27,181.26,35.7,1
O6051,U1998,2023-11-14,3123.05,512.26,1
O6052,U1448,2024-03-11,112.77,11.37,0
O6053,U2086,2024-04-06,3855.94,607.69,1
O6054,U2046,2024-04-04,262.82,51.67,0
O6055,U1757,2024-02-16,1617.33,222.41,1
O6056,U1477,2023-05-03,3410.72,34.18,1
O6057,U1815,2023-02-26,2440.37,7.33,1
O6058,U2182,2024-01-30,299.34,34.37,1
O6059,U1952,2023-11-10,1393.05,179.53,1
O6060,U1661,2023-08-20,1461.0,278.49,1
O6061,U2009,2023-03-14,2091.81,281.51,0
O6062,U1742,2024-03-11,1112.76,86.64,1
O6063,U1835,2023-03-25,184.7,25.72,1
O6064,U1161,2023-09-06,3457.42,147.32,1
O6065,U1368,2023-07-14,205.51,36.6,1
O6066,U2017,2023-06-13,2193.64,124.22,1
O6067,U1468,2023-02-10,2758.19,226.76,1
O6068,U1086,2023-07-22,1778.95,73.74,1
O6069,U1556,2023-05-12,315.0,9.19,1
O6070,U1703,2024-06-23,3754.55,206.16,1
O6071,U1597,2023-12-05,4087.28,744.8,1
O6072,U1157,2024-03-17,2674.47,298.63,1
O6073,U1456,2023-06-13,457.5,5.97,1
O6074,U1639,2023-09-10,3202.37,317.39,0
O6075,U1708,2024-06-24,2312.79,89.77,1
O6076,U1541,2024-01-31,1954.79,361.81,1
O6077,U1988,2024-03-14,4667.6,372.69,1
O6078,U1263,2023-08-01,366.84,1.93,1
O6079,U1999,2023-08-02,2412.05,115.81,0
O6080,U2034,2024-04-08,3995.57,232.25,1
