user_id,action_date,action_type,feature_name
U1001,2024-03-05,logout,ChatSupport
U1001,2024-03-16,feature_click,ExportTool
U1001,2024-04-02,feature_click,ChatSupport
U1001,2024-04-25,login,ReportBuilder
U1001,2024-06-19,logout,ChatSupport
U1918,2023-02-24,feature_click,Dashboard
U1918,2023-03-18,feature_click,FeatureY
U1918,2023-04-05,logout,ChatSupport
U1918,2023-04-18,login,ChatSupport
U1918,2023-05-16,login,FeatureX
U1918,2023-05-22,feature_click,Dashboard
U1918,2023-05-25,logout,Dashboard
U1918,2023-06-16,logout,Dashboard
U1918,2023-07-01,login,FeatureY
U1918,2023-09-28,login,FeatureX
U1918,2023-09-30,feature_click,ExportTool
U1918,2023-09-30,login,
U1918,2023-10-28,login,Settings
U1918,2023-12-09,login,ExportTool
U1918,2023-12-21,feature_click,ChatSupport
U1918,2024-01-11,logout,ChatSupport
U1918,2024-01-17,logout,FeatureX
U1918,2024-02-17,logout,ExportTool
U1918,2024-03-22,login,Dashboard
U1918,2024-04-05,login,
U1918,2024-05-03,logout,ChatSupport
U1918,2024-06-08,login,ExportTool
U1960,2023-01-02,login,
U1960,2023-01-07,login,FeatureY
U1960,2023-02-14,logout,FeatureX
U1960,2023-02-14,logout,Dashboard
U1960,2023-02-24,login,
U1960,2023-03-02,feature_click,ReportBuilder
U1960,2023-03-02,logout,ExportTool
U1960,2023-03-09,logout,FeatureX
U1960,2023-03-16,logout,ExportTool
U1960,2023-03-24,login,ChatSupport
U1960,2023-03-30,logout,
U1960,2023-04-03,feature_click,Settings
U1960,2023-04-04,feature_click,FeatureX
U1960,2023-04-22,login,ExportTool
U1960,2023-04-29,feature_click,
U1960,2023-05-20,login,FeatureY
U1960,2023-05-20,logout,ReportBuilder
U1960,2023-07-02,logout,ChatSupport
U1960,2023-07-10,feature_click,Settings
U1960,2023-07-24,feature_click,ReportBuilder
U1960,2023-08-21,login,ReportBuilder
U1960,2023-09-04,login,ExportTool
U1960,2023-11-19,feature_click,Dashboard
U1960,2023-12-26,login,FeatureX
U1960,2024-01-07,logout,FeatureY
U1960,2024-01-16,login,ChatSupport
U1960,2024-01-18,login,
U1960,2024-02-03,feature_click,Settings
U1960,2024-03-05,logout,FeatureX
U1960,2024-03-13,feature_click,ExportTool
U1960,2024-03-27,logout,Settings
U1960,2024-04-19,feature_click,ChatSupport
U1960,2024-05-08,feature_click,Dashboard
U1793,2023-02-09,logout,FeatureX
U1793,2023-02-18,feature_click,ReportBuilder
U1793,2023-02-21,feature_click,FeatureY
U1793,2023-02-24,login,Settings
U1793,2023-05-22,logout,ChatSupport
U1793,2023-07-01,logout,Dashboard
U1793,2023-07-18,logout,Dashboard
U1793,2023-07-19,logout,FeatureX
U1793,2023-08-13,feature_click,ReportBuilder
U1793,2023-08-22,login,
U1793,2023-09-15,logout,ExportTool
U1793,2023-10-07,logout,Dashboard
U1793,2023-10-11,logout,ReportBuilder
U1793,2023-11-02,login,ReportBuilder
U1793,2023-11-03,login,ReportBuilder
U1793,2023-11-07,feature_click,FeatureY
U1793,2023-11-22,login,Dashboard
U1793,2023-12-05,login,FeatureX
U1793,2023-12-09,feature_click,
U1793,2024-01-04,logout,FeatureY
U1793,2024-01-27,login,ChatSupport
U1793,2024-02-07,login,Dashboard
U1793,2024-02-20,feature_click,FeatureX
U1793,2024-03-15,login,FeatureX
U1793,2024-03-21,feature_click,ReportBuilder
U1793,2024-03-30,logout,ChatSupport
U1793,2024-04-01,login,ReportBuilder
U1793,2024-04-03,logout,ChatSupport
U1793,2024-04-04,login,
U1793,2024-05-30,feature_click,FeatureX
U1694,2023-01-11,login,ChatSupport
U1694,2023-02-21,feature_click,ExportTool
U1694,2023-03-22,feature_click,FeatureX
U1694,2023-04-24,login,
U1694,2023-06-11,feature_click,Dashboard
U1694,2023-11-24,feature_click,ReportBuilder
U1694,2023-12-12,feature_click,Settings
U1694,2024-03-03,login,
U1664,2023-01-04,feature_click,ReportBuilder
U1664,2023-01-10,login,Dashboard
U1664,2023-01-13,feature_click,
U1664,2023-01-29,logout,Dashboard
U1664,2023-02-02,logout,Dashboard
U1664,2023-02-16,feature_click,FeatureY
U1664,2023-02-16,logout,Dashboard
U1664,2023-02-19,login,FeatureY
U1664,2023-02-20,logout,
U1664,2023-03-07,feature_click,ExportTool
U1664,2023-03-09,login,Settings
U1664,2023-03-15,feature_click,ExportTool
U1664,2023-04-07,logout,ChatSupport
U1664,2023-05-02,logout,Settings
U1664,2023-05-10,logout,Settings
U1664,2023-05-31,logout,ExportTool
U1664,2023-06-28,feature_click,FeatureX
U1664,2023-07-28,login,Dashboard
U1664,2023-08-08,login,FeatureY
U1664,2023-08-10,feature_click,
U1664,2023-08-15,feature_click,ChatSupport
U1664,2023-08-25,feature_click,FeatureX
U1664,2023-09-07,login,Settings
U1664,2023-10-12,login,FeatureX
U1664,2023-10-19,login,ReportBuilder
U1664,2023-10-22,feature_click,Settings
U1664,2023-11-04,feature_click,FeatureX
U1664,2023-11-08,feature_click,ChatSupport
U1664,2023-12-11,feature_click,ChatSupport
U1664,2023-12-15,feature_click,ReportBuilder
U1664,2023-12-21,feature_click,ExportTool
U1664,2023-12-23,login,Dashboard
U1664,2023-12-29,logout,ChatSupport
U1664,2024-01-03,logout,ChatSupport
U1664,2024-01-06,login,Settings
U1664,2024-01-10,feature_click,FeatureX
U1664,2024-01-18,login,ReportBuilder
U1664,2024-02-07,login,Dashboard
U1664,2024-03-14,logout,Dashboard
U1664,2024-06-02,logout,FeatureY
U1441,2023-01-06,login,ChatSupport
U1441,2023-09-06,login,ReportBuilder
U1441,2023-09-08,feature_click,FeatureY
U1441,2023-09-17,feature_click,Settings
U1441,2023-12-31,login,Dashboard
U1441,2024-02-28,feature_click,FeatureX
U1441,2024-06-06,feature_click,FeatureX
U1534,2023-01-02,logout,ChatSupport
U1534,2023-01-07,login,FeatureX
U1534,2023-01-09,logout,ReportBuilder
U1534,2023-01-26,logout,
U1534,2023-02-17,logout,Dashboard
U1534,2023-03-21,logout,FeatureX
U1534,2023-03-31,logout,ReportBuilder
U1534,2023-04-04,feature_click,ReportBuilder
U1534,2023-04-12,login,FeatureY
U1534,2023-04-28,login,FeatureX
U1534,2023-05-10,feature_click,ReportBuilder
U1534,2023-05-25,logout,FeatureX
U1534,2023-06-15,logout,
U1534,2023-06-21,logout,
U1534,2023-06-22,login,ReportBuilder
U1534,2023-06-25,feature_click,Dashboard
U1534,2023-07-03,logout,Dashboard
U1534,2023-07-05,feature_click,Settings
U1534,2023-07-10,feature_click,Settings
U1534,2023-07-11,login,FeatureY
U1534,2023-07-13,logout,ChatSupport
U1534,2023-08-20,logout,
U1534,2023-08-25,login,ExportTool
U1534,2023-09-04,feature_click,ExportTool
U1534,2023-09-19,login,ReportBuilder
U1534,2023-11-16,logout,ChatSupport
U1534,2023-11-28,login,
U1534,2023-12-19,login,Dashboard
U1534,2023-12-29,login,ChatSupport
U1534,2024-01-14,logout,Settings
U1534,2024-02-09,logout,ExportTool
U1534,2024-03-05,logout,ChatSupport
U1534,2024-03-09,logout,Settings
U1534,2024-03-17,login,ChatSupport
U1534,2024-03-31,login,ExportTool
U1534,2024-04-06,login,ExportTool
U1534,2024-04-13,feature_click,
U1534,2024-04-18,feature_click,Settings
U1534,2024-04-19,logout,ChatSupport
U1534,2024-06-17,logout,ReportBuilder
U1430,2023-01-11,login,ExportTool
U1430,2023-01-14,logout,ChatSupport
U1430,2023-02-06,login,ChatSupport
U1430,2023-05-10,login,
U1430,2023-05-11,feature_click,FeatureX
U1430,2023-07-20,login,ReportBuilder
U1430,2023-08-01,login,FeatureX
U1430,2024-01-04,logout,Settings
U1430,2024-03-07,login,ChatSupport
U1379,2023-01-03,logout,ExportTool
U1379,2023-01-24,login,FeatureY
U1379,2023-01-30,feature_click,ChatSupport
U1379,2023-02-11,login,ReportBuilder
U1379,2023-02-18,login,ReportBuilder
U1379,2023-02-28,feature_click,
U1379,2023-03-14,login,Dashboard
U1379,2023-03-17,feature_click,FeatureY
U1379,2023-04-02,logout,FeatureX
U1379,2023-04-06,feature_click,FeatureY
U1379,2023-04-09,feature_click,Dashboard
U1379,2023-05-03,feature_click,Settings
U1379,2023-05-16,logout,FeatureY
U1379,2023-06-12,login,ReportBuilder
U1379,2023-06-15,logout,FeatureY
U1379,2023-07-21,feature_click,FeatureX
U1379,2023-08-12,login,ExportTool
U1379,2023-08-18,logout,ExportTool
U1379,2023-08-25,feature_click,ExportTool
U1379,2023-09-11,logout,Dashboard
U1379,2023-09-17,feature_click,FeatureY
U1379,2023-09-27,feature_click,Settings
U1379,2023-11-02,logout,ExportTool
U1379,2023-12-10,logout,Settings
U1379,2023-12-19,logout,Settings
U1379,2023-12-31,logout,FeatureY
U1379,2024-01-23,feature_click,Dashboard
U1379,2024-02-10,feature_click,FeatureY
U1379,2024-02-12,login,
U1379,2024-02-21,login,ChatSupport
U1379,2024-03-01,login,FeatureY
U1379,2024-03-03,login,FeatureY
U1379,2024-03-26,login,ReportBuilder
U1379,2024-04-12,feature_click,ChatSupport
U1379,2024-04-15,feature_click,Settings
U1379,2024-04-25,feature_click,ChatSupport
U1379,2024-06-27,logout,FeatureX
U1895,2023-02-05,feature_click,FeatureY
U1895,2023-02-10,login,FeatureX
U1895,2023-02-28,logout,ExportTool
U1895,2023-03-21,feature_click,
U1895,2023-03-22,logout,FeatureY
U1895,2023-03-28,logout,ExportTool
U1895,2023-04-11,feature_click,FeatureX
U1895,2023-04-14,feature_click,FeatureY
U1895,2023-05-18,logout,ExportTool
U1895,2023-06-01,logout,FeatureX
U1895,2023-06-04,login,FeatureX
U1895,2023-07-11,login,FeatureY
U1895,2023-07-25,feature_click,
U1895,2023-07-27,feature_click,FeatureY
U1895,2023-08-14,feature_click,FeatureY
U1895,2023-08-19,login,FeatureY
U1895,2023-08-30,login,ExportTool
U1895,2023-09-03,login,ReportBuilder
U1895,2023-09-03,login,FeatureX
U1895,2023-09-04,feature_click,FeatureX
U1895,2023-09-09,login,Dashboard
U1895,2023-09-24,logout,FeatureX
U1895,2023-09-27,logout,ExportTool
U1895,2023-09-30,logout,ReportBuilder
U1895,2023-10-16,feature_click,ChatSupport
U1895,2023-11-15,feature_click,ChatSupport
U1895,2023-11-25,feature_click,FeatureX
U1895,2023-12-13,logout,FeatureY
U1895,2024-01-09,feature_click,ExportTool
U1895,2024-01-10,feature_click,ChatSupport
U1895,2024-01-10,login,Settings
U1895,2024-01-25,login,
U1895,2024-02-22,feature_click,ChatSupport
U1895,2024-04-16,login,FeatureX
U1895,2024-05-19,logout,ReportBuilder
U1895,2024-06-09,feature_click,ChatSupport
U1895,2024-06-11,feature_click,ReportBuilder
U1895,2024-06-25,feature_click,Dashboard
U1895,2024-06-28,logout,ExportTool
U1895,2024-06-30,logout,Settings
U1044,2023-01-19,feature_click,ChatSupport
U1044,2023-01-31,login,ReportBuilder
U1044,2023-02-27,login,FeatureX
U1044,2023-04-17,logout,
U1044,2023-04-30,login,ExportTool
U1044,2023-05-05,feature_click,ChatSupport
U1044,2023-06-11,login,FeatureX
U1044,2023-08-07,logout,ExportTool
U1044,2023-08-14,logout,ChatSupport
U1044,2023-08-20,feature_click,
U1044,2023-11-05,feature_click,ExportTool
U1044,2023-11-13,logout,
U1044,2023-11-21,login,ReportBuilder
U1044,2024-02-27,feature_click,Settings
U1044,2024-03-01,logout,ChatSupport
U1044,2024-04-08,logout,Dashboard
U1044,2024-04-13,logout,FeatureY
U1044,2024-05-22,feature_click,ChatSupport
U1044,2024-06-27,login,
U1044,2024-06-30,feature_click,
U1714,2023-01-04,login,
U1714,2023-02-17,logout,ReportBuilder
U1714,2023-03-05,login,FeatureX
U1714,2023-04-25,feature_click,Dashboard
U1714,2023-07-12,login,Dashboard
U1714,2023-07-19,login,
U1714,2023-10-13,logout,ChatSupport
U1714,2023-11-28,logout,ChatSupport
U1714,2024-01-01,login,ExportTool
U1714,2024-02-14,login,FeatureX
U1714,2024-02-21,feature_click,Settings
U1714,2024-03-16,login,FeatureY
U1714,2024-04-24,login,ExportTool
U1542,2023-01-28,logout,ChatSupport
U1542,2023-02-05,logout,
U1542,2023-03-30,login,FeatureX
U1542,2023-05-05,login,FeatureX
U1542,2023-05-07,logout,FeatureX
U1542,2023-06-07,logout,Settings
U1542,2023-06-18,login,ChatSupport
U1542,2023-06-30,login,ChatSupport
U1542,2023-07-22,logout,
U1542,2023-07-23,login,Settings
U1542,2023-08-11,logout,ChatSupport
U1542,2023-12-21,login,ExportTool
U1542,2023-12-26,feature_click,
U1542,2024-01-23,logout,Settings
U1542,2024-02-05,feature_click,Settings
U1542,2024-02-12,login,Settings
U1542,2024-05-21,feature_click,FeatureY
U1542,2024-06-14,login,FeatureX
U1542,2024-06-25,login,
U1439,2023-01-15,feature_click,
U1439,2023-02-09,login,FeatureX
U1439,2023-02-16,feature_click,ExportTool
U1439,2023-02-20,login,ChatSupport
U1439,2023-04-02,login,Settings
U1439,2023-04-04,logout,ChatSupport
U1439,2023-04-12,login,ChatSupport
U1439,2023-04-13,logout,Dashboard
U1439,2023-05-04,logout,ReportBuilder
U1439,2023-05-08,logout,ExportTool
U1439,2023-06-09,feature_click,ChatSupport
U1439,2023-06-12,feature_click,ChatSupport
U1439,2023-07-07,logout,ChatSupport
U1439,2023-07-11,login,FeatureX
U1439,2023-07-24,feature_click,Dashboard
U1439,2023-08-16,feature_click,ChatSupport
U1439,2023-09-22,logout,FeatureX
U1439,2023-09-26,login,FeatureX
U1439,2023-12-29,logout,Dashboard
U1439,2024-01-26,feature_click,Settings
U1439,2024-02-03,logout,
U1439,2024-02-10,login,ReportBuilder
U1439,2024-03-21,logout,ReportBuilder
U1439,2024-04-15,logout,Dashboard
U1439,2024-05-18,feature_click,FeatureY
U1439,2024-05-19,logout,
U1439,2024-05-24,feature_click,ReportBuilder
U1439,2024-06-01,login,Dashboard
U1439,2024-06-07,feature_click,FeatureX
U1439,2024-06-30,login,ExportTool
U1234,2023-01-14,login,
U1234,2023-02-28,logout,FeatureX
U1234,2023-03-15,feature_click,ReportBuilder
U1234,2023-06-02,feature_click,ExportTool
U1234,2023-06-28,feature_click,Dashboard
U1234,2023-08-14,feature_click,FeatureX
U1234,2023-10-21,feature_click,ReportBuilder
U1234,2023-11-28,login,ReportBuilder
U1234,2024-01-30,feature_click,ReportBuilder
U1234,2024-02-13,feature_click,ExportTool
U1234,2024-02-15,login,ReportBuilder
U1234,2024-06-04,logout,FeatureX
U2083,2023-01-01,login,ExportTool
U2083,2023-01-16,login,Settings
U2083,2023-01-18,logout,Settings
U2083,2023-01-19,logout,FeatureY
U2083,2023-03-03,logout,FeatureY
U2083,2023-03-14,feature_click,
U2083,2023-04-02,feature_click,Dashboard
U2083,2023-04-04,logout,
U2083,2023-04-09,login,ReportBuilder
U2083,2023-05-20,login,FeatureY
U2083,2023-05-21,feature_click,
U2083,2023-06-12,login,ReportBuilder
U2083,2023-06-22,logout,ChatSupport
U2083,2023-07-09,login,
U2083,2023-08-05,logout,FeatureY
U2083,2023-09-17,logout,Dashboard
U2083,2023-10-06,feature_click,FeatureX
U2083,2023-11-25,logout,
U2083,2024-01-02,logout,FeatureY
U2083,2024-01-20,feature_click,Settings
U2083,2024-03-14,logout,Settings
U2083,2024-03-21,logout,ExportTool
U2083,2024-04-06,login,ReportBuilder
U2083,2024-05-03,logout,ReportBuilder
U2083,2024-05-23,logout,FeatureY
U2083,2024-05-23,feature_click,ExportTool
U1821,2023-01-25,feature_click,
U1821,2023-02-01,feature_click,
U1821,2023-02-16,login,Dashboard
U1821,2023-03-12,login,ChatSupport
U1821,2023-05-04,feature_click,
U1821,2023-05-08,feature_click,ExportTool
U1821,2023-05-29,feature_click,FeatureY
U1821,2023-06-12,feature_click,FeatureY
U1821,2023-07-06,feature_click,
U1821,2023-08-27,logout,
U1821,2023-10-06,feature_click,ReportBuilder
U1821,2023-12-09,feature_click,Settings
U1821,2023-12-24,feature_click,FeatureX
U1821,2023-12-27,feature_click,Dashboard
U1821,2024-01-23,feature_click,FeatureX
U1821,2024-05-12,login,Dashboard
U1821,2024-06-08,feature_click,Settings
U1996,2023-01-09,login,ChatSupport
U1996,2023-02-08,feature_click,FeatureY
U1996,2023-02-20,logout,Settings
U1996,2023-03-22,feature_click,ExportTool
U1996,2023-04-23,login,ReportBuilder
U1996,2023-04-23,feature_click,ExportTool
U1996,2023-05-21,logout,FeatureX
U1996,2023-07-03,logout,FeatureY
U1996,2023-07-10,feature_click,ExportTool
U1996,2023-07-23,feature_click,FeatureY
U1996,2023-07-30,login,ExportTool
U1996,2023-08-14,feature_click,ExportTool
U1996,2023-08-17,feature_click,Settings
U1996,2023-10-06,feature_click,ExportTool
U1996,2023-11-19,login,ExportTool
U1996,2023-11-25,logout,ReportBuilder
U1996,2023-12-25,feature_click,Settings
U1996,2024-01-02,logout,Settings
U1996,2024-01-12,logout,ExportTool
U1996,2024-01-15,feature_click,
U1996,2024-01-25,feature_click,Settings
U1996,2024-01-31,logout,ExportTool
U1996,2024-03-12,feature_click,ExportTool
U1996,2024-03-27,login,ChatSupport
U1996,2024-04-20,login,Settings
U1996,2024-04-22,login,FeatureX
U1996,2024-04-26,logout,FeatureY
U1808,2023-01-09,logout,ChatSupport
U1808,2023-03-04,login,
U1808,2023-04-13,login,
U1808,2023-04-17,feature_click,ExportTool
U1808,2023-05-13,logout,FeatureX
U1808,2023-06-11,login,ExportTool
U1808,2023-08-12,logout,FeatureY
U1808,2023-09-13,feature_click,FeatureX
U1808,2023-10-04,feature_click,ChatSupport
U1808,2024-04-01,login,Dashboard
U1808,2024-05-03,login,Dashboard
U1808,2024-06-18,login,ExportTool
U1808,2024-06-29,feature_click,FeatureY
U1787,2023-01-03,login,Settings
U1787,2023-01-29,login,ExportTool
U1787,2023-02-25,logout,FeatureX
U1787,2023-03-07,logout,ExportTool
U1787,2023-04-20,login,ExportTool
U1787,2023-04-28,logout,FeatureX
U1787,2023-05-20,feature_click,FeatureY
U1787,2023-05-25,login,ReportBuilder
U1787,2023-06-01,login,Settings
U1787,2023-07-14,logout,FeatureX
U1787,2023-07-28,login,Settings
U1787,2023-08-17,feature_click,ChatSupport
U1787,2023-12-05,login,FeatureY
U1787,2023-12-08,login,ChatSupport
U1787,2023-12-12,login,Settings
U1787,2023-12-31,login,ExportTool
U1787,2023-12-31,feature_click,ExportTool
U1787,2024-01-26,login,ExportTool
U1787,2024-02-06,feature_click,Settings
U1787,2024-02-07,logout,ReportBuilder
U1787,2024-03-16,login,ExportTool
U1787,2024-04-17,login,
U1787,2024-04-27,logout,FeatureY
U1787,2024-06-25,logout,FeatureY
U1390,2023-01-29,login,Settings
U1390,2023-02-03,login,ChatSupport
U1390,2023-02-08,login,ChatSupport
U1390,2023-02-18,feature_click,FeatureY
U1390,2023-02-21,logout,ReportBuilder
U1390,2023-03-01,login,Settings
U1390,2023-03-07,login,Settings
U1390,2023-04-02,login,Settings
U1390,2023-05-17,login,ExportTool
U1390,2023-05-25,feature_click,
U1390,2023-06-06,feature_click,ReportBuilder
U1390,2023-06-08,logout,ReportBuilder
U1390,2023-06-13,logout,FeatureY
U1390,2023-06-15,feature_click,FeatureX
U1390,2023-06-17,login,
U1390,2023-07-05,feature_click,ChatSupport
U1390,2023-07-12,feature_click,FeatureX
U1390,2023-07-23,feature_click,Settings
U1390,2023-07-25,logout,Dashboard
U1390,2023-08-01,login,ExportTool
U1390,2023-08-22,logout,FeatureX
U1390,2023-09-27,login,Dashboard
U1390,2023-10-15,login,ChatSupport
U1390,2023-10-15,login,ExportTool
U1390,2023-10-20,feature_click,ChatSupport
U1390,2023-11-06,login,Dashboard
U1390,2023-11-18,login,ExportTool
U1390,2023-11-23,logout,ChatSupport
U1390,2023-12-11,login,ChatSupport
U1390,2023-12-13,logout,ExportTool
U1390,2024-01-11,feature_click,ReportBuilder
U1390,2024-01-26,logout,Dashboard
U1390,2024-02-05,login,
U1390,2024-03-08,logout,ChatSupport
U1390,2024-03-24,login,ChatSupport
U1390,2024-04-04,feature_click,Dashboard
U1390,2024-04-21,feature_click,Dashboard
U1390,2024-05-13,feature_click,FeatureY
U1390,2024-06-16,feature_click,
U1358,2023-02-21,logout,Settings
U1358,2023-04-19,logout,
U1358,2023-07-07,login,
U1358,2023-09-24,logout,ChatSupport
U1358,2023-09-28,feature_click,ReportBuilder
U1358,2023-11-25,login,ChatSupport
U1358,2024-01-04,feature_click,Dashboard
U1358,2024-01-31,logout,FeatureX
U1358,2024-02-28,feature_click,FeatureY
U1358,2024-05-02,logout,ExportTool
U1358,2024-05-22,logout,ExportTool
U1603,2023-02-06,feature_click,ReportBuilder
U1603,2023-02-12,login,ChatSupport
U1603,2023-02-18,login,
U1603,2023-02-20,feature_click,ExportTool
U1603,2023-02-21,login,Settings
U1603,2023-03-17,logout,
U1603,2023-03-20,login,ChatSupport
U1603,2023-03-28,login,FeatureX
U1603,2023-03-30,feature_click,ChatSupport
U1603,2023-04-13,login,ReportBuilder
U1603,2023-04-17,feature_click,ChatSupport
U1603,2023-04-23,feature_click,FeatureX
U1603,2023-05-03,logout,ExportTool
U1603,2023-05-14,logout,FeatureY
U1603,2023-05-31,login,Settings
U1603,2023-06-04,logout,Dashboard
U1603,2023-07-02,logout,Settings
U1603,2023-07-10,login,ExportTool
U1603,2023-07-12,feature_click,ExportTool
U1603,2023-08-19,feature_click,Dashboard
U1603,2023-08-30,feature_click,
U1603,2023-09-11,logout,FeatureX
U1603,2023-09-13,login,ExportTool
U1603,2023-09-15,feature_click,Dashboard
U1603,2023-10-26,login,Dashboard
U1603,2023-11-22,feature_click,FeatureY
U1603,2023-12-21,logout,FeatureX
U1603,2023-12-27,login,FeatureX
U1603,2023-12-30,login,
U1603,2024-03-01,feature_click,ExportTool
U1603,2024-04-07,logout,ChatSupport
U1603,2024-04-10,feature_click,FeatureY
U1603,2024-04-13,logout,Settings
U1603,2024-05-11,login,FeatureX
U1603,2024-05-12,feature_click,Settings
U1603,2024-06-09,feature_click,ChatSupport
U1603,2024-06-27,feature_click,
U1823,2023-01-18,logout,ExportTool
U1823,2023-01-29,logout,ChatSupport
U1823,2023-02-13,login,FeatureY
U1823,2023-03-15,feature_click,ReportBuilder
U1823,2023-03-24,feature_click,ExportTool
U1823,2023-03-27,logout,Dashboard
U1823,2023-04-30,logout,FeatureX
U1823,2023-05-18,login,Settings
U1823,2023-05-26,login,ReportBuilder
U1823,2023-06-04,login,Dashboard
U1823,2023-06-05,login,ExportTool
U1823,2023-06-07,logout,Settings
U1823,2023-06-07,logout,ChatSupport
U1823,2023-06-11,login,ReportBuilder
U1823,2023-06-13,login,ChatSupport
U1823,2023-06-24,login,ChatSupport
U1823,2023-06-26,login,FeatureX
U1823,2023-08-12,logout,ExportTool
U1823,2023-08-27,logout,ReportBuilder
U1823,2023-09-08,logout,FeatureX
U1823,2023-10-20,logout,ChatSupport
U1823,2023-11-20,feature_click,FeatureY
U1823,2023-11-22,logout,
U1823,2023-11-23,feature_click,ExportTool
U1823,2023-11-27,login,ReportBuilder
U1823,2023-12-24,logout,ReportBuilder
U1823,2024-01-03,logout,FeatureX
U1823,2024-01-13,feature_click,Dashboard
U1823,2024-02-13,feature_click,ExportTool
U1823,2024-02-16,feature_click,ChatSupport
U1823,2024-02-23,logout,Dashboard
U1823,2024-02-25,login,FeatureY
U1823,2024-03-04,login,
U1823,2024-03-22,feature_click,
U1823,2024-04-19,login,FeatureX
U1759,2023-01-18,feature_click,ExportTool
U1759,2023-02-16,logout,ReportBuilder
U1759,2023-03-07,logout,ChatSupport
U1759,2023-03-18,logout,Settings
U1759,2023-04-03,login,Dashboard
U1759,2023-04-25,login,Settings
U1759,2023-04-25,feature_click,FeatureY
U1759,2023-04-26,feature_click,Dashboard
U1759,2023-05-02,logout,ChatSupport
U1759,2023-05-13,logout,Dashboard
U1759,2023-05-25,login,Dashboard
U1759,2023-05-29,feature_click,Settings
U1759,2023-06-07,logout,ChatSupport
U1759,2023-06-17,logout,FeatureX
U1759,2023-07-03,login,FeatureY
U1759,2023-07-04,login,ReportBuilder
U1759,2023-07-07,login,FeatureX
U1759,2023-07-17,logout,Dashboard
U1759,2023-08-11,feature_click,ChatSupport
U1759,2023-08-11,feature_click,Settings
U1759,2023-09-17,logout,Settings
U1759,2023-10-16,logout,Dashboard
U1759,2023-10-16,feature_click,ChatSupport
U1759,2023-10-19,feature_click,ChatSupport
U1759,2023-10-31,logout,Dashboard
U1759,2023-11-09,login,
U1759,2023-11-15,feature_click,FeatureY
U1759,2023-12-02,login,
U1759,2024-02-02,feature_click,Settings
U1759,2024-02-13,login,ChatSupport
U1759,2024-02-16,logout,Settings
U1759,2024-03-21,logout,FeatureY
U1759,2024-03-22,logout,Settings
U1759,2024-04-02,login,
U1759,2024-04-27,feature_click,ReportBuilder
U1759,2024-05-12,logout,FeatureX
U1759,2024-06-07,logout,ReportBuilder
U1759,2024-06-28,logout,FeatureY
U1929,2023-01-01,login,Settings
U1929,2023-03-18,feature_click,ChatSupport
U1929,2023-04-18,feature_click,ReportBuilder
U1929,2023-04-22,logout,
U1929,2023-06-06,feature_click,Dashboard
U1929,2023-06-08,feature_click,
U1929,2023-06-10,feature_click,FeatureY
U1929,2023-07-14,login,Dashboard
U1929,2023-07-25,feature_click,FeatureX
U1929,2023-08-20,logout,ChatSupport
U1929,2023-09-11,login,ReportBuilder
U1929,2023-11-09,logout,ExportTool
U1929,2024-02-12,login,ReportBuilder
U1929,2024-03-20,logout,ChatSupport
U1929,2024-04-10,feature_click,
U1929,2024-06-01,feature_click,ReportBuilder
U1779,2023-01-10,feature_click,ExportTool
U1779,2023-01-18,login,Dashboard
U1779,2023-04-07,feature_click,ExportTool
U1779,2023-04-24,logout,
U1779,2023-05-22,login,FeatureY
U1779,2023-06-04,feature_click,ExportTool
U1779,2023-06-16,login,
U1779,2023-06-24,logout,FeatureY
U1779,2023-07-02,feature_click,Dashboard
U1779,2023-07-29,logout,Dashboard
U1779,2023-08-17,logout,
U1779,2023-09-10,feature_click,
U1779,2023-10-07,feature_click,FeatureX
U1779,2023-11-03,logout,ExportTool
U1779,2023-11-12,feature_click,ExportTool
U1779,2023-11-28,login,Settings
U1779,2023-11-30,logout,ExportTool
U1779,2023-12-18,login,FeatureY
U1779,2023-12-25,feature_click,Settings
U1779,2023-12-27,feature_click,
U1779,2023-12-29,logout,FeatureX
U1779,2024-01-13,login,FeatureY
U1779,2024-01-21,logout,ReportBuilder
U1779,2024-01-29,feature_click,ExportTool
U1779,2024-02-05,logout,Dashboard
U1779,2024-02-13,feature_click,ExportTool
U1779,2024-03-05,feature_click,Dashboard
U1779,2024-03-21,logout,ChatSupport
U1779,2024-04-03,logout,FeatureY
U1779,2024-05-24,login,FeatureX
U1779,2024-05-30,login,ReportBuilder
U1779,2024-06-03,login,ChatSupport
U1779,2024-06-30,feature_click,ChatSupport
U1779,2024-06-30,feature_click,Dashboard
U1857,2023-01-01,login,Settings
U1857,2023-01-14,login,FeatureX
U1857,2023-01-15,logout,FeatureY
U1857,2023-01-19,logout,FeatureY
U1857,2023-02-12,login,FeatureX
U1857,2023-02-18,logout,Settings
U1857,2023-03-04,login,FeatureX
U1857,2023-04-17,feature_click,ExportTool
U1857,2023-04-19,login,ExportTool
U1857,2023-06-02,logout,Settings
U1857,2023-07-03,feature_click,ExportTool
U1857,2023-07-14,feature_click,
U1857,2023-08-15,logout,Dashboard
U1857,2023-08-31,logout,
U1857,2023-08-31,logout,Dashboard
U1857,2023-09-16,logout,ReportBuilder
U1857,2023-09-26,logout,
U1857,2023-10-05,login,FeatureY
U1857,2023-10-24,logout,Dashboard
U1857,2023-11-09,login,ReportBuilder
U1857,2023-12-04,logout,Settings
